track_id,track_name,track_duration,track_popularity,track_explicit,track_preview_url,track_uri,track_index,album_id,album_name,album_uri,artist_name,artist_uri,artist_id
6MQAB3vorg90FA3tQpbYXK,"Für Elise, WoO 59",188466,62.0,0,https://p.scdn.co/mp3-preview/a3d8ef7c2d4d3fad5376870c4da878633162115d?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6MQAB3vorg90FA3tQpbYXK,2,1x27TAmWCNzMTJeqlA5bYz,Beethoven Greatest Hits,spotify:album:1x27TAmWCNzMTJeqlA5bYz,Nelly Kokinos,spotify:artist:6hpRhyx59f3xKAAQayjuCR,6hpRhyx59f3xKAAQayjuCR
1ipAB0J5JVEY0nrMH8TBGJ,Ellipse,241226,34.0,0,https://p.scdn.co/mp3-preview/7c18125ee372ecfa67fdb9d8d0210bc50f80e821?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:1ipAB0J5JVEY0nrMH8TBGJ,1,2lAFeBriKxg2zCxO4PYZWY,In Silence We Yearn,spotify:album:2lAFeBriKxg2zCxO4PYZWY,Oh Hiroshima,spotify:artist:19iNYCVHcMwJMS3NZqhZ59,19iNYCVHcMwJMS3NZqhZ59
4OaNqbdAbMCkjjD9QKhQLg,The New Colossus,322728,27.0,0,https://p.scdn.co/mp3-preview/981c1868be3f0b4bd9a19a8fa8973b126071828e?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:4OaNqbdAbMCkjjD9QKhQLg,2,1ouaGVdfzIM4IDyH4YqRiZ,Wolfenstein II: The New Colossus (Original Game Soundtrack),spotify:album:1ouaGVdfzIM4IDyH4YqRiZ,Mick Gordon,spotify:artist:13ab1LgQZ3tQOhkDRRYB8Y,13ab1LgQZ3tQOhkDRRYB8Y
3ERMjh3EfOWWoLJjcxtpvt,Loi,335830,40.0,0,https://p.scdn.co/mp3-preview/cfd67bf820ebcbe28297b2204bb088415ff4ebea?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3ERMjh3EfOWWoLJjcxtpvt,1,3GTtST9Tk2rcDNxV5YFIBy,Loi,spotify:album:3GTtST9Tk2rcDNxV5YFIBy,Koffi Olomide,spotify:artist:7e14Bh8oZXNRmZxjhhTARb,7e14Bh8oZXNRmZxjhhTARb
7JwMYisgPeWOY2i6bCkoO4,Gâté le coin,396226,32.0,0,https://p.scdn.co/mp3-preview/71e82d34556d7de263ad8b040243ac62b970fbd0?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:7JwMYisgPeWOY2i6bCkoO4,2,5LmpNCsae8Eti1itcgku5b,Coupé bibamba,spotify:album:5LmpNCsae8Eti1itcgku5b,Awilo Longomba,spotify:artist:0WDUZIWwoxCyAfT7NFFSFT,0WDUZIWwoxCyAfT7NFFSFT
31IIgPe8tDe7MXe8oFj744,Saylors Creek,196713,4.0,0,,spotify:track:31IIgPe8tDe7MXe8oFj744,1,4qEpGvgePEOqlrxlv5FTYb,True Colors,spotify:album:4qEpGvgePEOqlrxlv5FTYb,Gina Clowes,spotify:artist:6dz0uovBjqkDhxzWh3ujRC,6dz0uovBjqkDhxzWh3ujRC
7EDGRYnkrkbxQmZPHdZ6Lr,Up 18 North,218293,31.0,0,https://p.scdn.co/mp3-preview/33e08111409de78ad3690c6f5164d18584e5e501?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:7EDGRYnkrkbxQmZPHdZ6Lr,2,5yeqnITMZ5mUBz1L0wBlxg,Up 18 North,spotify:album:5yeqnITMZ5mUBz1L0wBlxg,Kruger Brothers,spotify:artist:2VKdUZfz4ILSHoqU53Oxmr,2VKdUZfz4ILSHoqU53Oxmr
0Z5oEza6OKWhXJBVnlCWzl,Radiant City,293480,61.0,0,https://p.scdn.co/mp3-preview/481765823a6a339a804ff469f6745d464590a916?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:0Z5oEza6OKWhXJBVnlCWzl,1,1O5oSyE5rPE7heWZYjWy5c,Bordeaux,spotify:album:1O5oSyE5rPE7heWZYjWy5c,Harold Budd,spotify:artist:3uOCouLFR4bVx0XeiQJSbl,3uOCouLFR4bVx0XeiQJSbl
0Z5oEza6OKWhXJBVnlCWzl,Radiant City,293480,61.0,0,https://p.scdn.co/mp3-preview/481765823a6a339a804ff469f6745d464590a916?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:0Z5oEza6OKWhXJBVnlCWzl,1,1O5oSyE5rPE7heWZYjWy5c,Bordeaux,spotify:album:1O5oSyE5rPE7heWZYjWy5c,Robin Guthrie,spotify:artist:3ZqRIzadY4WYQEg4Hj2vGC,3ZqRIzadY4WYQEg4Hj2vGC
4WLDFjesbUHfZpf2xvnQyK,Drift - Remastered 2005,189466,59.0,0,,spotify:track:4WLDFjesbUHfZpf2xvnQyK,2,1Z2jkEtW5Sc9wWVxUgyG0E,Apollo,spotify:album:1Z2jkEtW5Sc9wWVxUgyG0E,Brian Eno,spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,7MSUfLeTdDEoZiJPDSBXgi
1u9OUcgtkheATkmI8jJDr3,Luck of the Draw,265155,6.0,0,https://p.scdn.co/mp3-preview/a909f16fb31a77dae70342a2b38c750d9c710108?cid=8a66384343154e1f849e0ec9a472064b,spotify:track:1u9OUcgtkheATkmI8jJDr3,1,4W68vsqFuyYWzNn3mpQZip,Luck of the Draw,spotify:album:4W68vsqFuyYWzNn3mpQZip,Common Body,spotify:artist:6kdPedUlH4aUifTv39iHob,6kdPedUlH4aUifTv39iHob
6D2UDXtdsERBvngKBo2f1F,Tonight I'm Gonna Let Go - The Remix,258093,21.0,0,https://p.scdn.co/mp3-preview/6185cc20254d86876208e5c82db68e5f501cf6fb?cid=06e3ddf05c49449e837ac18a7ec8ff86,spotify:track:6D2UDXtdsERBvngKBo2f1F,2,7Mpd9e1Kb05BqSO1uzcRBe,Chapter 2: The Voice,spotify:album:7Mpd9e1Kb05BqSO1uzcRBe,Spliff Star,spotify:artist:0Zo58wVUFKiqDhUtmGvSh8,0Zo58wVUFKiqDhUtmGvSh8
6D2UDXtdsERBvngKBo2f1F,Tonight I'm Gonna Let Go - The Remix,258093,21.0,0,https://p.scdn.co/mp3-preview/6185cc20254d86876208e5c82db68e5f501cf6fb?cid=06e3ddf05c49449e837ac18a7ec8ff86,spotify:track:6D2UDXtdsERBvngKBo2f1F,2,7Mpd9e1Kb05BqSO1uzcRBe,Chapter 2: The Voice,spotify:album:7Mpd9e1Kb05BqSO1uzcRBe,Syleena Johnson,spotify:artist:1lE6SEy8f84Zhjvp7r8yTD,1lE6SEy8f84Zhjvp7r8yTD
6D2UDXtdsERBvngKBo2f1F,Tonight I'm Gonna Let Go - The Remix,258093,21.0,0,https://p.scdn.co/mp3-preview/6185cc20254d86876208e5c82db68e5f501cf6fb?cid=06e3ddf05c49449e837ac18a7ec8ff86,spotify:track:6D2UDXtdsERBvngKBo2f1F,2,7Mpd9e1Kb05BqSO1uzcRBe,Chapter 2: The Voice,spotify:album:7Mpd9e1Kb05BqSO1uzcRBe,Busta Rhymes,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,1YfEcTuGvBQ8xSD1f53UnK
6D2UDXtdsERBvngKBo2f1F,Tonight I'm Gonna Let Go - The Remix,258093,21.0,0,https://p.scdn.co/mp3-preview/6185cc20254d86876208e5c82db68e5f501cf6fb?cid=06e3ddf05c49449e837ac18a7ec8ff86,spotify:track:6D2UDXtdsERBvngKBo2f1F,2,7Mpd9e1Kb05BqSO1uzcRBe,Chapter 2: The Voice,spotify:album:7Mpd9e1Kb05BqSO1uzcRBe,Rampage,spotify:artist:6edzoyx2aOvZpdFeCCWU1t,6edzoyx2aOvZpdFeCCWU1t
6D2UDXtdsERBvngKBo2f1F,Tonight I'm Gonna Let Go - The Remix,258093,21.0,0,https://p.scdn.co/mp3-preview/6185cc20254d86876208e5c82db68e5f501cf6fb?cid=06e3ddf05c49449e837ac18a7ec8ff86,spotify:track:6D2UDXtdsERBvngKBo2f1F,2,7Mpd9e1Kb05BqSO1uzcRBe,Chapter 2: The Voice,spotify:album:7Mpd9e1Kb05BqSO1uzcRBe,Sham,spotify:artist:6lWssrFs5OyoXp2v1IKJ4J,6lWssrFs5OyoXp2v1IKJ4J
6hFU1qqclbJkyA7gPuUNDS,Estrelinha,207317,53.0,0,https://p.scdn.co/mp3-preview/65a346cd9105e9365c6c8824c3316dffd1a224f7?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6hFU1qqclbJkyA7gPuUNDS,1,3r3WEUzmwBtgKqWtNxssu1,Estrelinha,spotify:album:3r3WEUzmwBtgKqWtNxssu1,Di Paullo & Paulino,spotify:artist:1e5A3rWcqk9WfLjeg5T3dI,1e5A3rWcqk9WfLjeg5T3dI
6hFU1qqclbJkyA7gPuUNDS,Estrelinha,207317,53.0,0,https://p.scdn.co/mp3-preview/65a346cd9105e9365c6c8824c3316dffd1a224f7?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6hFU1qqclbJkyA7gPuUNDS,1,3r3WEUzmwBtgKqWtNxssu1,Estrelinha,spotify:album:3r3WEUzmwBtgKqWtNxssu1,Marília Mendonça,spotify:artist:1yR65psqiazQpeM79CcGh8,1yR65psqiazQpeM79CcGh8
0rsgNelq73ShFJro31jnJF,Syrupsniph,366001,31.0,0,https://p.scdn.co/mp3-preview/42fe26a71822e9b5ecbe324423c604fab83456bb?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:0rsgNelq73ShFJro31jnJF,1,6zPHKaADssoF71WgW8gEnM,For Sleepyheads Only,spotify:album:6zPHKaADssoF71WgW8gEnM,Flunk,spotify:artist:1Tz1kM5vFyBpzD22fHW609,1Tz1kM5vFyBpzD22fHW609
21dy7LC3GA1PemI5HNkibm,Recto Verso - Metronomy Remix,235920,26.0,0,,spotify:track:21dy7LC3GA1PemI5HNkibm,2,0OwJqkCyb1CLLcIvauh1Uo,Recto Versions,spotify:album:0OwJqkCyb1CLLcIvauh1Uo,Paradis,spotify:artist:1JV4iC1UhplRE8RFr8Q9n9,1JV4iC1UhplRE8RFr8Q9n9
21dy7LC3GA1PemI5HNkibm,Recto Verso - Metronomy Remix,235920,26.0,0,,spotify:track:21dy7LC3GA1PemI5HNkibm,2,0OwJqkCyb1CLLcIvauh1Uo,Recto Versions,spotify:album:0OwJqkCyb1CLLcIvauh1Uo,Metronomy,spotify:artist:54QMjE4toDfiCryzYWCpXX,54QMjE4toDfiCryzYWCpXX
1sYgVmGPJf5zDSjgtz13Bm,3 years later,218577,26.0,0,https://p.scdn.co/mp3-preview/aa6c8481d265c7f76e532aa8f03e8a3e3ffcd96c?cid=17082d21fb854b7a949131af8dd6a181,spotify:track:1sYgVmGPJf5zDSjgtz13Bm,1,4vnWpfORsxQmUsgiX8x7zD,3 Years Later,spotify:album:4vnWpfORsxQmUsgiX8x7zD,WIZE,spotify:artist:0b1Ixfw9ikmQSMkAnGPQBb,0b1Ixfw9ikmQSMkAnGPQBb
4w7q3bB6g6uuZyA4W9VajR,Mundian To Bach Ke,247360,47.0,0,https://p.scdn.co/mp3-preview/822458ac5b83b603379922198f03bc1fe3080ffe?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:4w7q3bB6g6uuZyA4W9VajR,2,7IhhwaeGGWh8rwyr4CbukX,Mundian To Bach Ke,spotify:album:7IhhwaeGGWh8rwyr4CbukX,Labh Janjua,spotify:artist:3DWbhNPz642SpTneSTHJv7,3DWbhNPz642SpTneSTHJv7
3JPlvQrRzgpZlIQoGVjarJ,Superpalav,244453,36.0,0,https://p.scdn.co/mp3-preview/456afb374401698644fc4b2c6c757c93d31d5183?cid=17082d21fb854b7a949131af8dd6a181,spotify:track:3JPlvQrRzgpZlIQoGVjarJ,1,7lNmQMk3ouRJLToAwF0YD9,Superpalav,spotify:album:7lNmQMk3ouRJLToAwF0YD9,Papi Hans,spotify:artist:27szsMQxZzAUJrm5BmhaNY,27szsMQxZzAUJrm5BmhaNY
7KUlb3z8xHiDhdDdy1YAj5,Ti Me Razmaza,239759,18.0,0,https://p.scdn.co/mp3-preview/9edd9e9df9f5322de1e312d59d4514fbef3fb135?cid=2310a1dbcc494c66a2a2f6d8469ced19,spotify:track:7KUlb3z8xHiDhdDdy1YAj5,2,41JIKDsk1guWwcHnosfPiw,Azis 2014,spotify:album:41JIKDsk1guWwcHnosfPiw,Azis,spotify:artist:3zwtzjFSBvjdmuk2D0bEza,3zwtzjFSBvjdmuk2D0bEza
3OR8GVakIXV3KXnOyu0EaB,Say Nada - Remix,252053,52.0,1,https://p.scdn.co/mp3-preview/2105da2ded836177c30527f916489f1315e98a2f?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3OR8GVakIXV3KXnOyu0EaB,1,2j8vAkw48Q2tQmylPREzu2,Say Nada (Remix),spotify:album:2j8vAkw48Q2tQmylPREzu2,Jme,spotify:artist:4IZLJdhHCqAvT4pjn8TLH5,4IZLJdhHCqAvT4pjn8TLH5
3OR8GVakIXV3KXnOyu0EaB,Say Nada - Remix,252053,52.0,1,https://p.scdn.co/mp3-preview/2105da2ded836177c30527f916489f1315e98a2f?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3OR8GVakIXV3KXnOyu0EaB,1,2j8vAkw48Q2tQmylPREzu2,Say Nada (Remix),spotify:album:2j8vAkw48Q2tQmylPREzu2,Shakka,spotify:artist:7fqDRFkiuwzFDde1K0taVs,7fqDRFkiuwzFDde1K0taVs
3xEq9VX1OAxeiaryBwZAX5,Wifey Riddim,208000,0.0,0,,spotify:track:3xEq9VX1OAxeiaryBwZAX5,2,20qKdNDzBpEufa7kxow6kX,The Front,spotify:album:20qKdNDzBpEufa7kxow6kX,AJ Tracey,spotify:artist:4Xi6LSfFqv26XgP9NKN26U,4Xi6LSfFqv26XgP9NKN26U
26bL4gSULWDgdIMX0pRFrG,Redneck Woman,221333,49.0,0,https://p.scdn.co/mp3-preview/ad66fb50ac360c1e91fd053e5ec0add7fcffc724?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:26bL4gSULWDgdIMX0pRFrG,1,5OYkhSnpSoztkCKind5tap,Here For The Party,spotify:album:5OYkhSnpSoztkCKind5tap,Gretchen Wilson,spotify:artist:0IdYRFTswLdsGwSnzOaGNF,0IdYRFTswLdsGwSnzOaGNF
4vQYFz6OWSuzba7UeTyye2,Silver Wings,145800,31.0,0,https://p.scdn.co/mp3-preview/037b4fae49283924b6786460b6a031f440d88077?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:4vQYFz6OWSuzba7UeTyye2,2,58xe4idNymHDxN4SIlKWNZ,Merle Haggard - Branded Man,spotify:album:58xe4idNymHDxN4SIlKWNZ,Merle Haggard,spotify:artist:2ptmyXoL7poH6Zq62h1QT9,2ptmyXoL7poH6Zq62h1QT9
3MbBsKSF1GuBdFXBUbw2pM,My Love - 8D Audio,218711,45.0,0,https://p.scdn.co/mp3-preview/9ba326313580a21109a139bf60390c9e137d0f56?cid=023515c88eb94ddf9eead3271d4a267f,spotify:track:3MbBsKSF1GuBdFXBUbw2pM,1,65Gs53pyEyGwnBxQysLD0D,"8D Music, Vol. 1",spotify:album:65Gs53pyEyGwnBxQysLD0D,8D Tunes,spotify:artist:5fOzKeaM5PmZ2BcKKAtFeq,5fOzKeaM5PmZ2BcKKAtFeq
3VDags0na6nY1gBjCt2e8v,she only likes me when i'm drunk,110000,60.0,0,https://p.scdn.co/mp3-preview/9b06868228f860c62b942ea25142fb7565c238cf?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3VDags0na6nY1gBjCt2e8v,2,4txc19hcL4jdmljhlCu3U1,it's 2am she's on my mind,spotify:album:4txc19hcL4jdmljhlCu3U1,Shannon Saunders,spotify:artist:0R99HoFbo8665kwfOtbvxb,0R99HoFbo8665kwfOtbvxb
3VDags0na6nY1gBjCt2e8v,she only likes me when i'm drunk,110000,60.0,0,https://p.scdn.co/mp3-preview/9b06868228f860c62b942ea25142fb7565c238cf?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3VDags0na6nY1gBjCt2e8v,2,4txc19hcL4jdmljhlCu3U1,it's 2am she's on my mind,spotify:album:4txc19hcL4jdmljhlCu3U1,frumhere,spotify:artist:21Aa8MX3PsrO03NgH3TZGy,21Aa8MX3PsrO03NgH3TZGy
5M4sV5cBD6c9VL7VQ8fkws,Ashita Wonderful,259866,23.0,0,https://p.scdn.co/mp3-preview/08110d7101f2be513ee5d75f82c749341de75df9?cid=17082d21fb854b7a949131af8dd6a181,spotify:track:5M4sV5cBD6c9VL7VQ8fkws,1,7HVXLDR8kOKCqTFC5kYis7,Ashita Wonderful,spotify:album:7HVXLDR8kOKCqTFC5kYis7,Aidoru Sozai,spotify:artist:5zvb5BxnsTygmr5Dz7Tiaw,5zvb5BxnsTygmr5Dz7Tiaw
77gIVcVjfWFbYfT4UL734k,Magdamagan,218571,12.0,0,https://p.scdn.co/mp3-preview/6e25be9e913cc60cbc3f0b6d994da491d3ed1717?cid=3a92d2228be14bb3bec25737fbe6a89d,spotify:track:77gIVcVjfWFbYfT4UL734k,2,4GvC9JnqxevmZHsuavc9HM,Magdamagan,spotify:album:4GvC9JnqxevmZHsuavc9HM,Japh Dolls,spotify:artist:0khV3S0ZrYrRg3HMzqQn3s,0khV3S0ZrYrRg3HMzqQn3s
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),320266,71.0,0,https://p.scdn.co/mp3-preview/e2d527c9652362bed26e25392e9456966f5eb620?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:0uEp9E98JB5awlA084uaIg,1,1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,spotify:album:1BZoqf8Zje5nGdwZhOjAtD,Ms. Lauryn Hill,spotify:artist:2Mu5NfyYm8n5iTomuKAEHl,2Mu5NfyYm8n5iTomuKAEHl
6ich2xMH5AR39V85miIAN8,I Don't Want to Be,217760,58.0,0,https://p.scdn.co/mp3-preview/23849aca5add574f6700fb36e4df8aba8f327626?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6ich2xMH5AR39V85miIAN8,2,0Fm4Qx8IVHEEBYPeRzNUGI,Chariot - Stripped,spotify:album:0Fm4Qx8IVHEEBYPeRzNUGI,Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz,5DYAABs8rkY9VhwtENoQCz
2Aqc48sn8He26hmTvQ2BMj,Hey,211440,63.0,0,https://p.scdn.co/mp3-preview/b316a9e69bd4b6ba754fb205ca70173ce2ef182c?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:2Aqc48sn8He26hmTvQ2BMj,1,6ymZBbRSmzAvoSGmwAFoxm,Doolittle,spotify:album:6ymZBbRSmzAvoSGmwAFoxm,Pixies,spotify:artist:6zvul52xwTWzilBZl6BUbT,6zvul52xwTWzilBZl6BUbT
6mcxQ1Y3uQRU0IHsvdNLH1,Where Is My Mind?,236973,70.0,0,https://p.scdn.co/mp3-preview/5ecbfac4d7b32924d4851b8e50d6d725e25c1c8c?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,2,2l7RPWC3E6eStJJLBsUeCI,Surfer Rosa (Remastered),spotify:album:2l7RPWC3E6eStJJLBsUeCI,Pixies,spotify:artist:6zvul52xwTWzilBZl6BUbT,6zvul52xwTWzilBZl6BUbT
0hfHaMcvf3bMqYvMCdwwOH,I Sold My Heart to the Junkman,149826,6.0,0,https://p.scdn.co/mp3-preview/ea7a5b4faee2eb4afac5c975e15117a521f03f8e?cid=17082d21fb854b7a949131af8dd6a181,spotify:track:0hfHaMcvf3bMqYvMCdwwOH,1,6T3T7gilHqTcye0ycyyDom,Patti Labelle & The Bluebelles - I Sold My Heart To The Junkman,spotify:album:6T3T7gilHqTcye0ycyyDom,Patti Labelle & The Bluebelles,spotify:artist:6jC3we42hI3esAWszUkf6r,6jC3we42hI3esAWszUkf6r
5gbnpPSUFVrvwKFtlb2GNj,Boys,129026,25.0,0,https://p.scdn.co/mp3-preview/bbb8286b2e097c5e2afbd0f49baf6db1d75db649?cid=17082d21fb854b7a949131af8dd6a181,spotify:track:5gbnpPSUFVrvwKFtlb2GNj,2,6mWE1yQJVHa6JnDCLjz1Mk,Tonight's The Night,spotify:album:6mWE1yQJVHa6JnDCLjz1Mk,The Shirelles,spotify:artist:0x83OBqixqdCHnStP5VMcn,0x83OBqixqdCHnStP5VMcn
3B7xeHyUY0ClCKAmeKNH1E,Still Night,331318,36.0,0,https://p.scdn.co/mp3-preview/0e82626461d9bc1503cf69a4115ccb356065aae7?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:3B7xeHyUY0ClCKAmeKNH1E,1,3lawFLkGWS6AfkpRcbc7oI,Glowing In The Darkest Night,spotify:album:3lawFLkGWS6AfkpRcbc7oI,Pretty Lights,spotify:artist:4iVhFmG8YCCEHANGeUUS9q,4iVhFmG8YCCEHANGeUUS9q
4n6z0yh2ZpoGh0RNyGVu52,One Day They'll Know (ODESZA Remix),260571,54.0,0,https://p.scdn.co/mp3-preview/2050d9368f5f654446fa36d93038553567cc2e5e?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:4n6z0yh2ZpoGh0RNyGVu52,2,0pbCJhGv304qQ16xWvqyBH,A Color Map of the Sun (Remixes),spotify:album:0pbCJhGv304qQ16xWvqyBH,Pretty Lights,spotify:artist:4iVhFmG8YCCEHANGeUUS9q,4iVhFmG8YCCEHANGeUUS9q
2AIWoHr9DF6y4KALCBKWQS,IDOL,222732,78.0,0,https://p.scdn.co/mp3-preview/fc013a8d8851b4b8342ad30b213e84fd68a6e365?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:2AIWoHr9DF6y4KALCBKWQS,1,2lATw9ZAVp7ILQcOKPCPqp,Love Yourself ? 'Answer',spotify:album:2lATw9ZAVp7ILQcOKPCPqp,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX
4TiKZrN7gtc62SUiufpFCM,Dope,240020,68.0,0,https://p.scdn.co/mp3-preview/251187419b30d11c8d8f2b93725b1f4f61018d46?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:4TiKZrN7gtc62SUiufpFCM,2,7qvA0kf1dkmR1As2gOnBPn,The Most Beautiful Moment in Life: Young Forever,spotify:album:7qvA0kf1dkmR1As2gOnBPn,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX
2AAYRcKLszQsAY7yQmEXwa,La Chill Fusion,226039,15.0,0,https://p.scdn.co/mp3-preview/22dc25ed2492aed40c004b0455a33f78af993bda?cid=8a66384343154e1f849e0ec9a472064b,spotify:track:2AAYRcKLszQsAY7yQmEXwa,1,47RfFMqfJc5Fs2xhDuWRtz,"Dinner Music, Vol. 1 (Chilled Jazz & Lounge Music For A Perfect Dinner)",spotify:album:47RfFMqfJc5Fs2xhDuWRtz,Svendaq,spotify:artist:6g4QZk3LLo8lqrh4GSrmT2,6g4QZk3LLo8lqrh4GSrmT2
2VWbHHhWnMzKWPUs4IEEW9,God's Plan,198973,37.0,1,,spotify:track:2VWbHHhWnMzKWPUs4IEEW9,1,2o9McLtDM7mbODV7yZF2mc,Scorpion,spotify:album:2o9McLtDM7mbODV7yZF2mc,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,3TVXtAsR1Inumwj472S9r4
1Mtwi6CmEHxkZvsNWR9qVE,The Vagabond,337533,49.0,0,https://p.scdn.co/mp3-preview/01bf2130719392bc28047d80ec89ce7c73f798a8?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:1Mtwi6CmEHxkZvsNWR9qVE,1,2WNI378JH55k63eXBHbjbI,10 000 Hz Legend,spotify:album:2WNI378JH55k63eXBHbjbI,Air,spotify:artist:1P6U1dCeHxPui5pIrGmndZ,1P6U1dCeHxPui5pIrGmndZ
6b8nz7zFlAeNACOA1lVYG7,Hazy Miss Daisy,217105,54.0,0,https://p.scdn.co/mp3-preview/cf1f076cf8e32459077eed6abae85512b5f5e89b?cid=d8dea22fde1f4eb7a0ac6d5c2071800e,spotify:track:6b8nz7zFlAeNACOA1lVYG7,2,67vmBAu5bzXKL13wbYGfb7,A Different State of Mind,spotify:album:67vmBAu5bzXKL13wbYGfb7,Kid Bloom,spotify:artist:5CXdWANGwYYRPClH6hhC0P,5CXdWANGwYYRPClH6hhC0P
